activity_event_id,asset_id,geo,origin_measurement_timestamp,scope,category,activity,source,raw_data,units
carbon-lake-TKLG068,vehicle103,"[-8.3120496,123.2814017]",2019-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,106,gal
carbon-lake-HJS0081,vehicle102,"[45.846967,-73.4924769]",2019-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,99,gal
carbon-lake-AIKK855,vehicle101,"[-7.0715432,111.9758606]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,183,gal
carbon-lake-OAHB508,vehicle101,"[-6.3279641,106.8501157]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,23,gal
carbon-lake-KID8557,vehicle102,"[-6.5816014,111.0683954]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,160,gal
carbon-lake-OLGK055,vehicle102,"[55.0614182,73.2498639]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,78,gal
carbon-lake-TFKF992,vehicle100,"[-7.3737257,107.7103291]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,17,gal
carbon-lake-RDFU493,vehicle101,"[9.2901323,123.247589]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,122,gal
carbon-lake-ECZ0733,vehicle103,"[-6.6111074,105.7703287]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,160,gal
carbon-lake-WMZ4375,vehicle101,"[-3.2545446,104.7593863]",2019-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,178,gal
carbon-lake-QWPS395,vehicle100,"[41.632769,-8.3119724]",2019-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,86,gal
carbon-lake-LFZX770,vehicle102,"[21.270702,110.359368]",2019-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,11,gal
carbon-lake-MEZW592,vehicle102,"[34.749864,106.137293]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,116,gal
carbon-lake-WBLS322,vehicle103,"[-8.1487,111.6539]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,93,gal
carbon-lake-YDMD113,vehicle102,"[22.851846,110.86585]",2019-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,174,gal
carbon-lake-KYBT951,vehicle100,"[52.182304,-8.9342111]",2019-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,195,gal
carbon-lake-FPQJ737,vehicle103,"[6.8740602,-74.9910112]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,124,gal
carbon-lake-LGCA714,vehicle100,"[13.6535843,123.1806689]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,39,gal
carbon-lake-QRFC710,vehicle103,"[-3.7099248,138.8095665]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,157,gal
carbon-lake-DOV8771,vehicle100,"[28.228209,112.938814]",2019-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,55,gal
carbon-lake-YTW5993,vehicle101,"[48.64989,-53.11474]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,44,gal
carbon-lake-DUSO919,vehicle100,"[39.109563,117.223371]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,62,gal
carbon-lake-BRCU486,vehicle100,"[9.201062,-73.5425659]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,113,gal
carbon-lake-JYN1820,vehicle101,"[43.411002,5.0434979]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,163,gal
carbon-lake-LAKE453,vehicle102,"[39.906972,-8.2750089]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,2,gal
carbon-lake-KZAL253,vehicle102,"[18.5543202,-74.3730427]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,114,gal
carbon-lake-MESC860,vehicle100,"[8.0882791,-63.5535552]",2019-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,120,gal
carbon-lake-YKEN893,vehicle101,"[5.2306075,95.8670405]",2019-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,13,gal
carbon-lake-CSCN704,vehicle101,"[-31.4353687,-64.149104]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,43,gal
carbon-lake-FHLP411,vehicle101,"[7.75778,124.73361]",2019-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,113,gal
carbon-lake-JFS0702,vehicle102,"[-9.7744129,-76.785759]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,183,gal
carbon-lake-IVW7464,vehicle103,"[40.8833166,107.1419766]",2019-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,104,gal
carbon-lake-YIZ0651,vehicle103,"[20.36667,-75.01667]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,115,gal
carbon-lake-NPTQ741,vehicle101,"[32.5483419,120.4520149]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,84,gal
carbon-lake-ODVB848,vehicle100,"[59.1511208,28.0935735]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,120,gal
carbon-lake-YATN730,vehicle102,"[-6.4026236,-38.8591633]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,3,gal
carbon-lake-IIE7425,vehicle100,"[7.4554641,4.5443923]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,184,gal
carbon-lake-FOJC144,vehicle101,"[59.1389119,37.9366941]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,3,gal
carbon-lake-EYDE289,vehicle103,"[-6.8083456,105.6735131]",2019-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,144,gal
carbon-lake-KGGW493,vehicle103,"[43.994424,80.91137]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,196,gal
carbon-lake-VWTD321,vehicle102,"[39.6352297,-8.6888467]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,108,gal
carbon-lake-HBP3353,vehicle100,"[16.663904,121.451539]",2019-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,75,gal
carbon-lake-QJKH826,vehicle100,"[39.4364103,-8.2988008]",2019-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,105,gal
carbon-lake-POZH673,vehicle101,"[14.6430983,121.0219885]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,192,gal
carbon-lake-GQSM601,vehicle100,"[50.7837134,17.0744196]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,158,gal
carbon-lake-ZLL6836,vehicle101,"[38.5576952,-8.9679735]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,47,gal
carbon-lake-MFS7871,vehicle102,"[43.817071,125.323544]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,196,gal
carbon-lake-PLX5023,vehicle102,"[48.3909721,-4.4854059]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,173,gal
carbon-lake-WTCQ367,vehicle101,"[25.015105,102.743811]",2019-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,198,gal
carbon-lake-XUI3845,vehicle101,"[-8.2156978,113.9001141]",2019-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,153,gal
carbon-lake-LYGK797,vehicle101,"[52.3382178,5.2172366]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,122,gal
carbon-lake-HWMX538,vehicle103,"[29.33903,104.778442]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,193,gal
carbon-lake-CBHO535,vehicle102,"[44.0731738,15.2838313]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,40,gal
carbon-lake-PEXU505,vehicle101,"[-6.8005667,111.2099808]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,134,gal
carbon-lake-AGKI571,vehicle102,"[13.2944016,-4.8987523]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,95,gal
carbon-lake-MOI0747,vehicle103,"[6.2194589,-73.809258]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,59,gal
carbon-lake-RWKH324,vehicle101,"[-21.4096214,25.5858711]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,24,gal
carbon-lake-RPVC700,vehicle100,"[37.359264,115.408747]",2019-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,70,gal
carbon-lake-ILED263,vehicle101,"[-29.8224312,27.2388161]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,72,gal
carbon-lake-ZYMM780,vehicle100,"[38.7470186,-90.2526163]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,117,gal
carbon-lake-XHUS628,vehicle100,"[49.41668,-112.86856]",2019-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,32,gal
carbon-lake-INVK071,vehicle101,"[59.4180182,27.5120803]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,129,gal
carbon-lake-EEBC980,vehicle101,"[40.7338864,22.1375317]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,48,gal
carbon-lake-DESK831,vehicle103,"[21.5711978,107.1484521]",2019-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,107,gal
carbon-lake-BUII405,vehicle102,"[33.76,-84.39]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,112,gal
carbon-lake-JMGI541,vehicle100,"[55.6782044,12.5720689]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,119,gal
carbon-lake-DTHS643,vehicle100,"[-36.9120178,174.8007417]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,166,gal
carbon-lake-JCZE446,vehicle101,"[23.1497287,113.3227193]",2019-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,77,gal
carbon-lake-XTZR357,vehicle103,"[53.4808987,34.4602881]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,101,gal
carbon-lake-MQDN866,vehicle100,"[13.4793694,-87.1036224]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,36,gal
carbon-lake-PVDT229,vehicle103,"[33.379845,115.569092]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,89,gal
carbon-lake-ICGI224,vehicle100,"[-15.4601506,-69.4355341]",2019-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,96,gal
carbon-lake-SRUA562,vehicle100,"[37.05643,70.40061]",2019-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,14,gal
carbon-lake-LVOK292,vehicle102,"[34.2872962,133.9508311]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,94,gal
carbon-lake-NUF7130,vehicle101,"[34.2211097,71.6276159]",2019-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,190,gal
carbon-lake-FQX7635,vehicle101,"[32.5539412,130.4103077]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,199,gal
carbon-lake-PZGR006,vehicle103,"[39.4928944,-8.8783525]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,156,gal
carbon-lake-FAWT469,vehicle102,"[24.5552816,68.9071861]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,19,gal
carbon-lake-LABQ688,vehicle100,"[-26.1597581,27.7767972]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,159,gal
carbon-lake-IPJY093,vehicle100,"[-7.3162208,140.4308159]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,85,gal
carbon-lake-YNQK516,vehicle103,"[52.6638144,-8.6340751]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,78,gal
carbon-lake-FWGP568,vehicle100,"[30.397162,120.855089]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,4,gal
carbon-lake-MXML000,vehicle100,"[53.508326,-7.145971]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,80,gal
carbon-lake-TQCM958,vehicle101,"[-34.6669709,-58.4373491]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,50,gal
carbon-lake-GGCJ399,vehicle103,"[13.7192,123.6675]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,70,gal
carbon-lake-ZDJ5476,vehicle102,"[34.563589,105.011894]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,140,gal
carbon-lake-JHNF783,vehicle101,"[32.035776,35.038365]",2019-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,118,gal
carbon-lake-BNP6803,vehicle102,"[-19.7473748,-47.9391625]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,197,gal
carbon-lake-CRXH155,vehicle103,"[60.0828404,30.9877334]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,82,gal
carbon-lake-FQEI553,vehicle102,"[62.2969314,27.1753576]",2019-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,114,gal
carbon-lake-OLBX505,vehicle102,"[49.954706,15.0305859]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,119,gal
carbon-lake-EBN6709,vehicle100,"[43.0172612,17.5644335]",2019-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,186,gal
carbon-lake-PSLB943,vehicle103,"[-8.3445,113.4296]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,183,gal
carbon-lake-LDYM037,vehicle100,"[14.7013241,104.7885565]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,5,gal
carbon-lake-NZE8379,vehicle100,"[44.8766183,20.0971774]",2019-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,193,gal
carbon-lake-HMU5028,vehicle102,"[5.91677,7.67615]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,91,gal
carbon-lake-TMNB282,vehicle101,"[36.639033,114.462061]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,54,gal
carbon-lake-NPHE661,vehicle102,"[17.76999,52.48925]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,99,gal
carbon-lake-ZGW3052,vehicle101,"[9.3730352,122.7631154]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,54,gal
carbon-lake-SYSK672,vehicle103,"[57.716,60.6484]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,43,gal
carbon-lake-ZAYK021,vehicle100,"[-31.730594,-65.006098]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,104,gal
carbon-lake-JVRI977,vehicle101,"[23.342031,113.106055]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,193,gal
carbon-lake-HCR0921,vehicle101,"[44.0738696,41.9213303]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,1,gal
carbon-lake-HGZU441,vehicle103,"[-7.9868869,113.7513827]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,12,gal
carbon-lake-UNDK311,vehicle101,"[-21.3699248,-45.5113164]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,145,gal
carbon-lake-ZQHK540,vehicle101,"[-15.2475119,-40.2509918]",2019-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,170,gal
carbon-lake-NVP3244,vehicle103,"[52.0097259,-8.337871]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,158,gal
carbon-lake-LRS4217,vehicle102,"[44.1675867,2.0308233]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,38,gal
carbon-lake-VCE6260,vehicle100,"[28.71321,109.496611]",2019-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,105,gal
carbon-lake-KYZZ455,vehicle101,"[34.746611,113.625328]",2019-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,95,gal
carbon-lake-HECQ987,vehicle102,"[41.3532895,-8.2103678]",2019-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,125,gal
carbon-lake-BJO8706,vehicle102,"[41.2899133,-96.0996978]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,66,gal
carbon-lake-TLGC404,vehicle102,"[21.2067429,105.4273093]",2019-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,129,gal
carbon-lake-OHJ2738,vehicle102,"[50.9996233,26.750679]",2019-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,114,gal
carbon-lake-UAXF437,vehicle102,"[59.3092322,18.0807273]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,197,gal
carbon-lake-UZSE587,vehicle103,"[40.6563419,70.3658273]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,145,gal
carbon-lake-THZ8288,vehicle100,"[29.5530941,118.9353968]",2019-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,152,gal
carbon-lake-QSAR463,vehicle100,"[37.1573835,21.5855686]",2019-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,152,gal
carbon-lake-TSKY200,vehicle103,"[30.439547,119.669425]",2019-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,22,gal
carbon-lake-FMQR128,vehicle102,"[-26.0012842,31.7594384]",2019-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,95,gal
carbon-lake-UWV6000,vehicle103,"[69.6811494,27.0796336]",2019-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,198,gal
