scope,category,lookup name,CO2 Factor (kg / unit),CH4 Factor (kg / unit),N2O Factor (kg / unit),Biofuel?,AR4 (kgCO2e),AR5 (kgCO2e),Units,Source
3,transport,"Freight flights - Short-haul, to/from UK",1.24621,0.00009,0.01179,,1.24972567,1.24933687,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Freight flights - Long-haul, to/from UK",0.59268,0.00004,0.00561,,0.59435278,0.59416777,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Freight flights - International, to/from non-UK",0.59268,0.00004,0.00561,,0.59435278,0.59416777,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Rail - Freight train,0.03299,0.00003,0.00031,,0.03308313,0.03307299,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Sea Tanker - Crude Tanker - Average,0.00451,0.000001,0.000061,,0.004528203,0.004526193,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Sea Tanker - Products Tanker - Average,0.00891,0.000003,0.000121,,0.008946133,0.008942149,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Sea Tanker - Chemical Tanker - Average,0.01018,0.000003,0.000139,,0.010221497,0.010216919,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Sea Tanker - LNG Tanker - Average,0.01139,0.000003,0.000155,,0.011436265,0.011431159,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Sea Tanker - LPG Tanker - Average,0.01024,0.000003,0.00014,,0.010281795,0.010277184,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Cargo Ship - Bulk Carrier - Average,0.00349,0.000001,0.000048,,0.003504329,0.003502748,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Cargo Ship - General Cargo - Average,0.01305,0.000004,0.000178,,0.013103144,0.013097282,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Cargo Ship - Container Ship - Average,0.01592,0.000005,0.000217,,0.015984791,0.015977645,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Cargo Ship - Vehicle Transport - Average,0.03805,0.000011,0.000519,,0.038204937,0.038187843,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Cargo Ship - RoRo-Ferry - Average,0.05095,0.000015,0.000694,,0.051157187,0.05113433,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Cargo Ship - Large RoPax Ferry - Average,0.3715,0.000112,0.005062,,0.373011276,0.372844566,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Cargo Ship - Refrigerated Cargo -  All dwt,0.0129,0.000004,0.000176,,0.012952548,0.012946752,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Domestic, to/from UK - Average passenger_RF",0.25355,0.00012,0.00126,,0.25392848,0.25388726,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Short-haul, to/from UK - Average passenger_RF",0.15753,0.00001,0.00078,,0.15776269,0.15773698,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Short-haul, to/from UK - Economy class_RF",0.15495,0.00001,0.00077,,0.15517971,0.15515433,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Short-haul, to/from UK - Business class_RF",0.23243,0.00001,0.00116,,0.23277593,0.23273768,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - Average passenger_RF",0.19464,0.00001,0.00097,,0.19492931,0.19489733,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - Economy class_RF",0.14906,0.00001,0.00074,,0.14928077,0.14925638,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - Premium economy class_RF",0.2385,0.00001,0.00119,,0.23885487,0.23881563,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - Business class_RF",0.43229,0.00002,0.00215,,0.4329312,0.43286031,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - First class_RF",0.59626,0.00002,0.00297,,0.59714556,0.59704761,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - Average passenger_RF",0.17987,0.00001,0.0009,,0.18013845,0.18010878,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - Economy class_RF",0.13775,0.000005,0.00069,,0.137955745,0.13793299,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - Premium economy class_RF",0.2204,0.00001,0.0011,,0.22072805,0.22069178,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - Business class_RF",0.39948,0.00002,0.00199,,0.40007352,0.40000791,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - First class_RF",0.551,0.00002,0.00274,,0.55181702,0.55172666,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Freight flights - Domestic, to/from UK_RF",4.96965,0.00234,0.02475,,4.977084,4.97627427,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Freight flights - Short-haul, to/from UK_RF",2.3678,0.00009,0.01179,,2.37131567,2.37092687,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Freight flights - Long-haul, to/from UK_RF",1.12609,0.00004,0.00561,,1.12776278,1.12757777,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Freight flights - International, to/from non-UK_RF",1.12609,0.00004,0.00561,,1.12776278,1.12757777,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
